11:22:36.656 [main] INFO   - tns:medicines
11:22:36.697 [main] INFO   - tns:analog
11:22:36.698 [main] INFO   - tns:versions
11:22:36.698 [main] INFO   - tns:version
11:22:36.698 [main] INFO   - tns:certificate
11:22:36.698 [main] INFO   - tns:certificate-number
11:22:36.698 [main] INFO   - tns:certificate-issued-date-time
11:22:36.698 [main] INFO   - tns:certificate-expires-date-time
11:22:36.698 [main] INFO   - tns:certificate-registered-organization
11:22:36.699 [main] INFO   - tns:package
11:22:36.699 [main] INFO   - tns:package-type
11:22:36.699 [main] INFO   - tns:package-elements-count-in
11:22:36.699 [main] INFO   - tns:package-price
11:22:36.699 [main] INFO   - tns:dosage
11:22:36.699 [main] INFO   - tns:dosage-active-agent
11:22:36.700 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.700 [main] INFO   - tns:medicine
11:22:36.700 [main] INFO   - tns:name
11:22:36.700 [main] INFO   - tns:pharm
11:22:36.700 [main] INFO   - tns:group
11:22:36.700 [main] INFO   - tns:analogs
11:22:36.700 [main] INFO   - tns:analog
11:22:36.700 [main] INFO   - tns:versions
11:22:36.701 [main] INFO   - tns:version
11:22:36.701 [main] INFO   - tns:certificate
11:22:36.701 [main] INFO   - tns:certificate-number
11:22:36.702 [main] INFO   - tns:certificate-issued-date-time
11:22:36.702 [main] INFO   - tns:certificate-expires-date-time
11:22:36.703 [main] INFO   - tns:certificate-registered-organization
11:22:36.703 [main] INFO   - tns:package
11:22:36.703 [main] INFO   - tns:package-type
11:22:36.703 [main] INFO   - tns:package-elements-count-in
11:22:36.703 [main] INFO   - tns:package-price
11:22:36.703 [main] INFO   - tns:dosage
11:22:36.704 [main] INFO   - tns:dosage-active-agent
11:22:36.704 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.705 [main] INFO   - tns:medicine
11:22:36.705 [main] INFO   - tns:name
11:22:36.705 [main] INFO   - tns:pharm
11:22:36.705 [main] INFO   - tns:group
11:22:36.705 [main] INFO   - tns:analogs
11:22:36.705 [main] INFO   - tns:analog
11:22:36.705 [main] INFO   - tns:analog
11:22:36.706 [main] INFO   - tns:versions
11:22:36.706 [main] INFO   - tns:version
11:22:36.706 [main] INFO   - tns:certificate
11:22:36.706 [main] INFO   - tns:certificate-number
11:22:36.706 [main] INFO   - tns:certificate-issued-date-time
11:22:36.707 [main] INFO   - tns:certificate-expires-date-time
11:22:36.707 [main] INFO   - tns:certificate-registered-organization
11:22:36.707 [main] INFO   - tns:package
11:22:36.707 [main] INFO   - tns:package-type
11:22:36.707 [main] INFO   - tns:package-elements-count-in
11:22:36.707 [main] INFO   - tns:package-price
11:22:36.707 [main] INFO   - tns:dosage
11:22:36.707 [main] INFO   - tns:dosage-active-agent
11:22:36.707 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.708 [main] INFO   - tns:medicine
11:22:36.708 [main] INFO   - tns:name
11:22:36.708 [main] INFO   - tns:pharm
11:22:36.708 [main] INFO   - tns:group
11:22:36.708 [main] INFO   - tns:analogs
11:22:36.708 [main] INFO   - tns:analog
11:22:36.708 [main] INFO   - tns:analog
11:22:36.709 [main] INFO   - tns:analog
11:22:36.709 [main] INFO   - tns:versions
11:22:36.709 [main] INFO   - tns:version
11:22:36.709 [main] INFO   - tns:certificate
11:22:36.709 [main] INFO   - tns:certificate-number
11:22:36.709 [main] INFO   - tns:certificate-issued-date-time
11:22:36.709 [main] INFO   - tns:certificate-expires-date-time
11:22:36.709 [main] INFO   - tns:certificate-registered-organization
11:22:36.709 [main] INFO   - tns:package
11:22:36.710 [main] INFO   - tns:package-type
11:22:36.710 [main] INFO   - tns:package-elements-count-in
11:22:36.710 [main] INFO   - tns:package-price
11:22:36.710 [main] INFO   - tns:dosage
11:22:36.710 [main] INFO   - tns:dosage-active-agent
11:22:36.710 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.710 [main] INFO   - tns:medicine
11:22:36.710 [main] INFO   - tns:name
11:22:36.710 [main] INFO   - tns:pharm
11:22:36.711 [main] INFO   - tns:group
11:22:36.712 [main] INFO   - tns:analogs
11:22:36.712 [main] INFO   - tns:analog
11:22:36.712 [main] INFO   - tns:versions
11:22:36.712 [main] INFO   - tns:version
11:22:36.712 [main] INFO   - tns:certificate
11:22:36.712 [main] INFO   - tns:certificate-number
11:22:36.712 [main] INFO   - tns:certificate-issued-date-time
11:22:36.719 [main] INFO   - tns:certificate-expires-date-time
11:22:36.719 [main] INFO   - tns:certificate-registered-organization
11:22:36.720 [main] INFO   - tns:package
11:22:36.720 [main] INFO   - tns:package-type
11:22:36.720 [main] INFO   - tns:package-elements-count-in
11:22:36.720 [main] INFO   - tns:package-price
11:22:36.720 [main] INFO   - tns:dosage
11:22:36.721 [main] INFO   - tns:dosage-active-agent
11:22:36.721 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.721 [main] INFO   - tns:medicine
11:22:36.721 [main] INFO   - tns:name
11:22:36.721 [main] INFO   - tns:pharm
11:22:36.722 [main] INFO   - tns:group
11:22:36.722 [main] INFO   - tns:analogs
11:22:36.722 [main] INFO   - tns:analog
11:22:36.722 [main] INFO   - tns:versions
11:22:36.722 [main] INFO   - tns:version
11:22:36.722 [main] INFO   - tns:certificate
11:22:36.722 [main] INFO   - tns:certificate-number
11:22:36.722 [main] INFO   - tns:certificate-issued-date-time
11:22:36.723 [main] INFO   - tns:certificate-expires-date-time
11:22:36.723 [main] INFO   - tns:certificate-registered-organization
11:22:36.723 [main] INFO   - tns:package
11:22:36.723 [main] INFO   - tns:package-type
11:22:36.723 [main] INFO   - tns:package-elements-count-in
11:22:36.723 [main] INFO   - tns:package-price
11:22:36.723 [main] INFO   - tns:dosage
11:22:36.723 [main] INFO   - tns:dosage-active-agent
11:22:36.724 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.724 [main] INFO   - tns:dosage
11:22:36.724 [main] INFO   - tns:dosage-active-agent
11:22:36.724 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.724 [main] INFO   - tns:medicine
11:22:36.724 [main] INFO   - tns:name
11:22:36.725 [main] INFO   - tns:pharm
11:22:36.725 [main] INFO   - tns:group
11:22:36.725 [main] INFO   - tns:analogs
11:22:36.725 [main] INFO   - tns:analog
11:22:36.725 [main] INFO   - tns:versions
11:22:36.725 [main] INFO   - tns:version
11:22:36.725 [main] INFO   - tns:certificate
11:22:36.726 [main] INFO   - tns:certificate-number
11:22:36.728 [main] INFO   - tns:certificate-issued-date-time
11:22:36.728 [main] INFO   - tns:certificate-expires-date-time
11:22:36.728 [main] INFO   - tns:certificate-registered-organization
11:22:36.728 [main] INFO   - tns:package
11:22:36.728 [main] INFO   - tns:package-type
11:22:36.728 [main] INFO   - tns:package-elements-count-in
11:22:36.729 [main] INFO   - tns:package-price
11:22:36.729 [main] INFO   - tns:dosage
11:22:36.729 [main] INFO   - tns:dosage-active-agent
11:22:36.729 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.729 [main] INFO   - tns:version
11:22:36.730 [main] INFO   - tns:certificate
11:22:36.730 [main] INFO   - tns:certificate-number
11:22:36.730 [main] INFO   - tns:certificate-issued-date-time
11:22:36.730 [main] INFO   - tns:certificate-expires-date-time
11:22:36.730 [main] INFO   - tns:certificate-registered-organization
11:22:36.730 [main] INFO   - tns:package
11:22:36.730 [main] INFO   - tns:package-type
11:22:36.730 [main] INFO   - tns:package-elements-count-in
11:22:36.730 [main] INFO   - tns:package-price
11:22:36.731 [main] INFO   - tns:dosage
11:22:36.731 [main] INFO   - tns:dosage-active-agent
11:22:36.731 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.731 [main] INFO   - tns:medicine
11:22:36.731 [main] INFO   - tns:name
11:22:36.731 [main] INFO   - tns:pharm
11:22:36.731 [main] INFO   - tns:group
11:22:36.731 [main] INFO   - tns:analogs
11:22:36.732 [main] INFO   - tns:analog
11:22:36.732 [main] INFO   - tns:versions
11:22:36.732 [main] INFO   - tns:version
11:22:36.732 [main] INFO   - tns:certificate
11:22:36.732 [main] INFO   - tns:certificate-number
11:22:36.732 [main] INFO   - tns:certificate-issued-date-time
11:22:36.732 [main] INFO   - tns:certificate-expires-date-time
11:22:36.732 [main] INFO   - tns:certificate-registered-organization
11:22:36.732 [main] INFO   - tns:package
11:22:36.732 [main] INFO   - tns:package-type
11:22:36.733 [main] INFO   - tns:package-elements-count-in
11:22:36.733 [main] INFO   - tns:package-price
11:22:36.733 [main] INFO   - tns:dosage
11:22:36.733 [main] INFO   - tns:dosage-active-agent
11:22:36.733 [main] INFO   - tns:dosage-maximum-use-per-day
11:22:36.733 [main] INFO   - tns:medicine
11:22:36.733 [main] INFO   - tns:name
11:22:36.733 [main] INFO   - tns:pharm
11:22:36.733 [main] INFO   - tns:group
11:22:36.733 [main] INFO   - tns:analogs
