11:21:40.511 [main] INFO   - tns:medicines
11:21:40.544 [main] INFO   - tns:certificate-registered-organization
11:21:40.544 [main] INFO   - tns:package
11:21:40.544 [main] INFO   - tns:package-type
11:21:40.544 [main] INFO   - tns:package-elements-count-in
11:21:40.544 [main] INFO   - tns:package-price
11:21:40.544 [main] INFO   - tns:dosage
11:21:40.544 [main] INFO   - tns:dosage-active-agent
11:21:40.545 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.546 [main] INFO   - tns:medicine
11:21:40.546 [main] INFO   - tns:name
11:21:40.546 [main] INFO   - tns:pharm
11:21:40.546 [main] INFO   - tns:group
11:21:40.546 [main] INFO   - tns:analogs
11:21:40.547 [main] INFO   - tns:analog
11:21:40.547 [main] INFO   - tns:analog
11:21:40.547 [main] INFO   - tns:versions
11:21:40.547 [main] INFO   - tns:version
11:21:40.547 [main] INFO   - tns:certificate
11:21:40.547 [main] INFO   - tns:certificate-number
11:21:40.547 [main] INFO   - tns:certificate-issued-date-time
11:21:40.548 [main] INFO   - tns:certificate-expires-date-time
11:21:40.548 [main] INFO   - tns:certificate-registered-organization
11:21:40.549 [main] INFO   - tns:package
11:21:40.549 [main] INFO   - tns:package-type
11:21:40.549 [main] INFO   - tns:package-elements-count-in
11:21:40.549 [main] INFO   - tns:package-price
11:21:40.549 [main] INFO   - tns:dosage
11:21:40.550 [main] INFO   - tns:dosage-active-agent
11:21:40.550 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.550 [main] INFO   - tns:version
11:21:40.550 [main] INFO   - tns:certificate
11:21:40.550 [main] INFO   - tns:certificate-number
11:21:40.550 [main] INFO   - tns:certificate-issued-date-time
11:21:40.551 [main] INFO   - tns:certificate-expires-date-time
11:21:40.551 [main] INFO   - tns:certificate-registered-organization
11:21:40.551 [main] INFO   - tns:package
11:21:40.551 [main] INFO   - tns:package-type
11:21:40.551 [main] INFO   - tns:package-elements-count-in
11:21:40.551 [main] INFO   - tns:package-price
11:21:40.551 [main] INFO   - tns:dosage
11:21:40.553 [main] INFO   - tns:dosage-active-agent
11:21:40.553 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.554 [main] INFO   - tns:medicine
11:21:40.554 [main] INFO   - tns:name
11:21:40.555 [main] INFO   - tns:pharm
11:21:40.555 [main] INFO   - tns:group
11:21:40.555 [main] INFO   - tns:analogs
11:21:40.555 [main] INFO   - tns:analog
11:21:40.555 [main] INFO   - tns:versions
11:21:40.556 [main] INFO   - tns:version
11:21:40.556 [main] INFO   - tns:certificate
11:21:40.556 [main] INFO   - tns:certificate-number
11:21:40.556 [main] INFO   - tns:certificate-issued-date-time
11:21:40.556 [main] INFO   - tns:certificate-expires-date-time
11:21:40.556 [main] INFO   - tns:certificate-registered-organization
11:21:40.557 [main] INFO   - tns:package
11:21:40.557 [main] INFO   - tns:package-type
11:21:40.557 [main] INFO   - tns:package-elements-count-in
11:21:40.557 [main] INFO   - tns:package-price
11:21:40.557 [main] INFO   - tns:dosage
11:21:40.558 [main] INFO   - tns:dosage-active-agent
11:21:40.558 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.558 [main] INFO   - tns:medicine
11:21:40.558 [main] INFO   - tns:name
11:21:40.558 [main] INFO   - tns:pharm
11:21:40.558 [main] INFO   - tns:group
11:21:40.558 [main] INFO   - tns:analogs
11:21:40.558 [main] INFO   - tns:analog
11:21:40.559 [main] INFO   - tns:versions
11:21:40.559 [main] INFO   - tns:version
11:21:40.559 [main] INFO   - tns:certificate
11:21:40.560 [main] INFO   - tns:certificate-number
11:21:40.560 [main] INFO   - tns:certificate-issued-date-time
11:21:40.560 [main] INFO   - tns:certificate-expires-date-time
11:21:40.561 [main] INFO   - tns:certificate-registered-organization
11:21:40.561 [main] INFO   - tns:package
11:21:40.561 [main] INFO   - tns:package-type
11:21:40.561 [main] INFO   - tns:package-elements-count-in
11:21:40.561 [main] INFO   - tns:package-price
11:21:40.561 [main] INFO   - tns:dosage
11:21:40.562 [main] INFO   - tns:dosage-active-agent
11:21:40.562 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.562 [main] INFO   - tns:medicine
11:21:40.562 [main] INFO   - tns:name
11:21:40.563 [main] INFO   - tns:pharm
11:21:40.563 [main] INFO   - tns:group
11:21:40.563 [main] INFO   - tns:analogs
11:21:40.563 [main] INFO   - tns:analog
11:21:40.563 [main] INFO   - tns:analog
11:21:40.563 [main] INFO   - tns:versions
11:21:40.563 [main] INFO   - tns:version
11:21:40.564 [main] INFO   - tns:certificate
11:21:40.564 [main] INFO   - tns:certificate-number
11:21:40.564 [main] INFO   - tns:certificate-issued-date-time
11:21:40.564 [main] INFO   - tns:certificate-expires-date-time
11:21:40.564 [main] INFO   - tns:certificate-registered-organization
11:21:40.564 [main] INFO   - tns:package
11:21:40.564 [main] INFO   - tns:package-type
11:21:40.564 [main] INFO   - tns:package-elements-count-in
11:21:40.564 [main] INFO   - tns:package-price
11:21:40.565 [main] INFO   - tns:dosage
11:21:40.565 [main] INFO   - tns:dosage-active-agent
11:21:40.566 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.567 [main] INFO   - tns:medicine
11:21:40.569 [main] INFO   - tns:name
11:21:40.575 [main] INFO   - tns:pharm
11:21:40.576 [main] INFO   - tns:group
11:21:40.576 [main] INFO   - tns:analogs
11:21:40.576 [main] INFO   - tns:analog
11:21:40.576 [main] INFO   - tns:analog
11:21:40.576 [main] INFO   - tns:analog
11:21:40.576 [main] INFO   - tns:versions
11:21:40.577 [main] INFO   - tns:version
11:21:40.577 [main] INFO   - tns:certificate
11:21:40.577 [main] INFO   - tns:certificate-number
11:21:40.578 [main] INFO   - tns:certificate-issued-date-time
11:21:40.578 [main] INFO   - tns:certificate-expires-date-time
11:21:40.578 [main] INFO   - tns:certificate-registered-organization
11:21:40.578 [main] INFO   - tns:package
11:21:40.579 [main] INFO   - tns:package-type
11:21:40.579 [main] INFO   - tns:package-elements-count-in
11:21:40.579 [main] INFO   - tns:package-price
11:21:40.579 [main] INFO   - tns:dosage
11:21:40.579 [main] INFO   - tns:dosage-active-agent
11:21:40.579 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.579 [main] INFO   - tns:medicine
11:21:40.579 [main] INFO   - tns:name
11:21:40.580 [main] INFO   - tns:pharm
11:21:40.580 [main] INFO   - tns:group
11:21:40.580 [main] INFO   - tns:analogs
11:21:40.580 [main] INFO   - tns:analog
11:21:40.580 [main] INFO   - tns:versions
11:21:40.580 [main] INFO   - tns:version
11:21:40.580 [main] INFO   - tns:certificate
11:21:40.580 [main] INFO   - tns:certificate-number
11:21:40.580 [main] INFO   - tns:certificate-issued-date-time
11:21:40.581 [main] INFO   - tns:certificate-expires-date-time
11:21:40.581 [main] INFO   - tns:certificate-registered-organization
11:21:40.581 [main] INFO   - tns:package
11:21:40.581 [main] INFO   - tns:package-type
11:21:40.581 [main] INFO   - tns:package-elements-count-in
11:21:40.582 [main] INFO   - tns:package-price
11:21:40.582 [main] INFO   - tns:dosage
11:21:40.582 [main] INFO   - tns:dosage-active-agent
11:21:40.582 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.582 [main] INFO   - tns:medicine
11:21:40.584 [main] INFO   - tns:name
11:21:40.584 [main] INFO   - tns:pharm
11:21:40.584 [main] INFO   - tns:group
11:21:40.584 [main] INFO   - tns:analogs
11:21:40.585 [main] INFO   - tns:analog
11:21:40.585 [main] INFO   - tns:versions
11:21:40.586 [main] INFO   - tns:version
11:21:40.587 [main] INFO   - tns:certificate
11:21:40.587 [main] INFO   - tns:certificate-number
11:21:40.587 [main] INFO   - tns:certificate-issued-date-time
11:21:40.588 [main] INFO   - tns:certificate-expires-date-time
11:21:40.588 [main] INFO   - tns:certificate-registered-organization
11:21:40.588 [main] INFO   - tns:package
11:21:40.588 [main] INFO   - tns:package-type
11:21:40.588 [main] INFO   - tns:package-elements-count-in
11:21:40.588 [main] INFO   - tns:package-price
11:21:40.588 [main] INFO   - tns:dosage
11:21:40.589 [main] INFO   - tns:dosage-active-agent
11:21:40.589 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.589 [main] INFO   - tns:dosage
11:21:40.589 [main] INFO   - tns:dosage-active-agent
11:21:40.589 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.589 [main] INFO   - tns:medicine
11:21:40.590 [main] INFO   - tns:name
11:21:40.590 [main] INFO   - tns:pharm
11:21:40.590 [main] INFO   - tns:group
11:21:40.590 [main] INFO   - tns:analogs
11:21:40.590 [main] INFO   - tns:analog
11:21:40.590 [main] INFO   - tns:versions
11:21:40.591 [main] INFO   - tns:version
11:21:40.591 [main] INFO   - tns:certificate
11:21:40.591 [main] INFO   - tns:certificate-number
11:21:40.591 [main] INFO   - tns:certificate-issued-date-time
11:21:40.594 [main] INFO   - tns:certificate-expires-date-time
11:21:40.594 [main] INFO   - tns:certificate-registered-organization
11:21:40.594 [main] INFO   - tns:package
11:21:40.594 [main] INFO   - tns:package-type
11:21:40.594 [main] INFO   - tns:package-elements-count-in
11:21:40.594 [main] INFO   - tns:package-price
11:21:40.594 [main] INFO   - tns:dosage
11:21:40.595 [main] INFO   - tns:dosage-active-agent
11:21:40.595 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.595 [main] INFO   - tns:version
11:21:40.595 [main] INFO   - tns:certificate
11:21:40.595 [main] INFO   - tns:certificate-number
11:21:40.595 [main] INFO   - tns:certificate-issued-date-time
11:21:40.596 [main] INFO   - tns:certificate-expires-date-time
11:21:40.596 [main] INFO   - tns:certificate-registered-organization
11:21:40.596 [main] INFO   - tns:package
11:21:40.596 [main] INFO   - tns:package-type
11:21:40.596 [main] INFO   - tns:package-elements-count-in
11:21:40.596 [main] INFO   - tns:package-price
11:21:40.596 [main] INFO   - tns:dosage
11:21:40.596 [main] INFO   - tns:dosage-active-agent
11:21:40.596 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.597 [main] INFO   - tns:medicine
11:21:40.597 [main] INFO   - tns:name
11:21:40.597 [main] INFO   - tns:pharm
11:21:40.597 [main] INFO   - tns:group
11:21:40.597 [main] INFO   - tns:analogs
11:21:40.597 [main] INFO   - tns:analog
11:21:40.597 [main] INFO   - tns:versions
11:21:40.597 [main] INFO   - tns:version
11:21:40.598 [main] INFO   - tns:certificate
11:21:40.598 [main] INFO   - tns:certificate-number
11:21:40.598 [main] INFO   - tns:certificate-issued-date-time
11:21:40.598 [main] INFO   - tns:certificate-expires-date-time
11:21:40.598 [main] INFO   - tns:certificate-registered-organization
11:21:40.598 [main] INFO   - tns:package
11:21:40.598 [main] INFO   - tns:package-type
11:21:40.598 [main] INFO   - tns:package-elements-count-in
11:21:40.598 [main] INFO   - tns:package-price
11:21:40.598 [main] INFO   - tns:dosage
11:21:40.598 [main] INFO   - tns:dosage-active-agent
11:21:40.598 [main] INFO   - tns:dosage-maximum-use-per-day
11:21:40.599 [main] INFO   - tns:medicine
11:21:40.599 [main] INFO   - tns:name
11:21:40.599 [main] INFO   - tns:pharm
11:21:40.599 [main] INFO   - tns:group
11:21:40.599 [main] INFO   - tns:analogs
