11:19:24.042 [main] INFO   - tns:medicines
11:19:24.071 [main] INFO   - tns:package-price
11:19:24.071 [main] INFO   - tns:dosage
11:19:24.071 [main] INFO   - tns:dosage-active-agent
11:19:24.071 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.072 [main] INFO   - tns:medicine
11:19:24.072 [main] INFO   - tns:name
11:19:24.072 [main] INFO   - tns:pharm
11:19:24.072 [main] INFO   - tns:group
11:19:24.072 [main] INFO   - tns:analogs
11:19:24.072 [main] INFO   - tns:analog
11:19:24.072 [main] INFO   - tns:versions
11:19:24.073 [main] INFO   - tns:version
11:19:24.073 [main] INFO   - tns:certificate
11:19:24.073 [main] INFO   - tns:certificate-number
11:19:24.073 [main] INFO   - tns:certificate-issued-date-time
11:19:24.073 [main] INFO   - tns:certificate-expires-date-time
11:19:24.074 [main] INFO   - tns:certificate-registered-organization
11:19:24.074 [main] INFO   - tns:package
11:19:24.074 [main] INFO   - tns:package-type
11:19:24.074 [main] INFO   - tns:package-elements-count-in
11:19:24.075 [main] INFO   - tns:package-price
11:19:24.075 [main] INFO   - tns:dosage
11:19:24.075 [main] INFO   - tns:dosage-active-agent
11:19:24.075 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.076 [main] INFO   - tns:medicine
11:19:24.077 [main] INFO   - tns:name
11:19:24.077 [main] INFO   - tns:pharm
11:19:24.077 [main] INFO   - tns:group
11:19:24.077 [main] INFO   - tns:analogs
11:19:24.077 [main] INFO   - tns:analog
11:19:24.077 [main] INFO   - tns:analog
11:19:24.078 [main] INFO   - tns:versions
11:19:24.078 [main] INFO   - tns:version
11:19:24.078 [main] INFO   - tns:certificate
11:19:24.078 [main] INFO   - tns:certificate-number
11:19:24.078 [main] INFO   - tns:certificate-issued-date-time
11:19:24.078 [main] INFO   - tns:certificate-expires-date-time
11:19:24.079 [main] INFO   - tns:certificate-registered-organization
11:19:24.079 [main] INFO   - tns:package
11:19:24.080 [main] INFO   - tns:package-type
11:19:24.080 [main] INFO   - tns:package-elements-count-in
11:19:24.080 [main] INFO   - tns:package-price
11:19:24.080 [main] INFO   - tns:dosage
11:19:24.080 [main] INFO   - tns:dosage-active-agent
11:19:24.080 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.081 [main] INFO   - tns:version
11:19:24.081 [main] INFO   - tns:certificate
11:19:24.081 [main] INFO   - tns:certificate-number
11:19:24.081 [main] INFO   - tns:certificate-issued-date-time
11:19:24.081 [main] INFO   - tns:certificate-expires-date-time
11:19:24.082 [main] INFO   - tns:certificate-registered-organization
11:19:24.082 [main] INFO   - tns:package
11:19:24.082 [main] INFO   - tns:package-type
11:19:24.082 [main] INFO   - tns:package-elements-count-in
11:19:24.082 [main] INFO   - tns:package-price
11:19:24.082 [main] INFO   - tns:dosage
11:19:24.083 [main] INFO   - tns:dosage-active-agent
11:19:24.083 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.083 [main] INFO   - tns:medicine
11:19:24.084 [main] INFO   - tns:name
11:19:24.084 [main] INFO   - tns:pharm
11:19:24.084 [main] INFO   - tns:group
11:19:24.084 [main] INFO   - tns:analogs
11:19:24.084 [main] INFO   - tns:analog
11:19:24.085 [main] INFO   - tns:versions
11:19:24.085 [main] INFO   - tns:version
11:19:24.085 [main] INFO   - tns:certificate
11:19:24.085 [main] INFO   - tns:certificate-number
11:19:24.085 [main] INFO   - tns:certificate-issued-date-time
11:19:24.085 [main] INFO   - tns:certificate-expires-date-time
11:19:24.086 [main] INFO   - tns:certificate-registered-organization
11:19:24.086 [main] INFO   - tns:package
11:19:24.086 [main] INFO   - tns:package-type
11:19:24.086 [main] INFO   - tns:package-elements-count-in
11:19:24.086 [main] INFO   - tns:package-price
11:19:24.087 [main] INFO   - tns:dosage
11:19:24.087 [main] INFO   - tns:dosage-active-agent
11:19:24.087 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.088 [main] INFO   - tns:medicine
11:19:24.088 [main] INFO   - tns:name
11:19:24.088 [main] INFO   - tns:pharm
11:19:24.088 [main] INFO   - tns:group
11:19:24.088 [main] INFO   - tns:analogs
11:19:24.088 [main] INFO   - tns:analog
11:19:24.089 [main] INFO   - tns:versions
11:19:24.089 [main] INFO   - tns:version
11:19:24.089 [main] INFO   - tns:certificate
11:19:24.089 [main] INFO   - tns:certificate-number
11:19:24.090 [main] INFO   - tns:certificate-issued-date-time
11:19:24.090 [main] INFO   - tns:certificate-expires-date-time
11:19:24.090 [main] INFO   - tns:certificate-registered-organization
11:19:24.090 [main] INFO   - tns:package
11:19:24.091 [main] INFO   - tns:package-type
11:19:24.091 [main] INFO   - tns:package-elements-count-in
11:19:24.091 [main] INFO   - tns:package-price
11:19:24.091 [main] INFO   - tns:dosage
11:19:24.091 [main] INFO   - tns:dosage-active-agent
11:19:24.091 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.092 [main] INFO   - tns:medicine
11:19:24.092 [main] INFO   - tns:name
11:19:24.092 [main] INFO   - tns:pharm
11:19:24.092 [main] INFO   - tns:group
11:19:24.092 [main] INFO   - tns:analogs
11:19:24.092 [main] INFO   - tns:analog
11:19:24.093 [main] INFO   - tns:analog
11:19:24.093 [main] INFO   - tns:versions
11:19:24.093 [main] INFO   - tns:version
11:19:24.093 [main] INFO   - tns:certificate
11:19:24.093 [main] INFO   - tns:certificate-number
11:19:24.093 [main] INFO   - tns:certificate-issued-date-time
11:19:24.094 [main] INFO   - tns:certificate-expires-date-time
11:19:24.094 [main] INFO   - tns:certificate-registered-organization
11:19:24.094 [main] INFO   - tns:package
11:19:24.094 [main] INFO   - tns:package-type
11:19:24.094 [main] INFO   - tns:package-elements-count-in
11:19:24.094 [main] INFO   - tns:package-price
11:19:24.095 [main] INFO   - tns:dosage
11:19:24.095 [main] INFO   - tns:dosage-active-agent
11:19:24.095 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.095 [main] INFO   - tns:medicine
11:19:24.095 [main] INFO   - tns:name
11:19:24.096 [main] INFO   - tns:pharm
11:19:24.096 [main] INFO   - tns:group
11:19:24.096 [main] INFO   - tns:analogs
11:19:24.096 [main] INFO   - tns:analog
11:19:24.096 [main] INFO   - tns:analog
11:19:24.096 [main] INFO   - tns:analog
11:19:24.097 [main] INFO   - tns:versions
11:19:24.097 [main] INFO   - tns:version
11:19:24.097 [main] INFO   - tns:certificate
11:19:24.097 [main] INFO   - tns:certificate-number
11:19:24.097 [main] INFO   - tns:certificate-issued-date-time
11:19:24.097 [main] INFO   - tns:certificate-expires-date-time
11:19:24.097 [main] INFO   - tns:certificate-registered-organization
11:19:24.097 [main] INFO   - tns:package
11:19:24.098 [main] INFO   - tns:package-type
11:19:24.098 [main] INFO   - tns:package-elements-count-in
11:19:24.098 [main] INFO   - tns:package-price
11:19:24.099 [main] INFO   - tns:dosage
11:19:24.099 [main] INFO   - tns:dosage-active-agent
11:19:24.099 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.110 [main] INFO   - tns:medicine
11:19:24.111 [main] INFO   - tns:name
11:19:24.111 [main] INFO   - tns:pharm
11:19:24.111 [main] INFO   - tns:group
11:19:24.111 [main] INFO   - tns:analogs
11:19:24.113 [main] INFO   - tns:analog
11:19:24.114 [main] INFO   - tns:versions
11:19:24.114 [main] INFO   - tns:version
11:19:24.114 [main] INFO   - tns:certificate
11:19:24.116 [main] INFO   - tns:certificate-number
11:19:24.116 [main] INFO   - tns:certificate-issued-date-time
11:19:24.121 [main] INFO   - tns:certificate-expires-date-time
11:19:24.121 [main] INFO   - tns:certificate-registered-organization
11:19:24.121 [main] INFO   - tns:package
11:19:24.122 [main] INFO   - tns:package-type
11:19:24.122 [main] INFO   - tns:package-elements-count-in
11:19:24.122 [main] INFO   - tns:package-price
11:19:24.122 [main] INFO   - tns:dosage
11:19:24.122 [main] INFO   - tns:dosage-active-agent
11:19:24.122 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.122 [main] INFO   - tns:medicine
11:19:24.123 [main] INFO   - tns:name
11:19:24.123 [main] INFO   - tns:pharm
11:19:24.123 [main] INFO   - tns:group
11:19:24.123 [main] INFO   - tns:analogs
11:19:24.123 [main] INFO   - tns:analog
11:19:24.123 [main] INFO   - tns:versions
11:19:24.124 [main] INFO   - tns:version
11:19:24.124 [main] INFO   - tns:certificate
11:19:24.124 [main] INFO   - tns:certificate-number
11:19:24.124 [main] INFO   - tns:certificate-issued-date-time
11:19:24.124 [main] INFO   - tns:certificate-expires-date-time
11:19:24.124 [main] INFO   - tns:certificate-registered-organization
11:19:24.124 [main] INFO   - tns:package
11:19:24.125 [main] INFO   - tns:package-type
11:19:24.125 [main] INFO   - tns:package-elements-count-in
11:19:24.125 [main] INFO   - tns:package-price
11:19:24.125 [main] INFO   - tns:dosage
11:19:24.125 [main] INFO   - tns:dosage-active-agent
11:19:24.125 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.125 [main] INFO   - tns:dosage
11:19:24.125 [main] INFO   - tns:dosage-active-agent
11:19:24.126 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.126 [main] INFO   - tns:medicine
11:19:24.126 [main] INFO   - tns:name
11:19:24.126 [main] INFO   - tns:pharm
11:19:24.127 [main] INFO   - tns:group
11:19:24.127 [main] INFO   - tns:analogs
11:19:24.127 [main] INFO   - tns:analog
11:19:24.127 [main] INFO   - tns:versions
11:19:24.128 [main] INFO   - tns:version
11:19:24.129 [main] INFO   - tns:certificate
11:19:24.129 [main] INFO   - tns:certificate-number
11:19:24.130 [main] INFO   - tns:certificate-issued-date-time
11:19:24.130 [main] INFO   - tns:certificate-expires-date-time
11:19:24.130 [main] INFO   - tns:certificate-registered-organization
11:19:24.131 [main] INFO   - tns:package
11:19:24.131 [main] INFO   - tns:package-type
11:19:24.131 [main] INFO   - tns:package-elements-count-in
11:19:24.131 [main] INFO   - tns:package-price
11:19:24.131 [main] INFO   - tns:dosage
11:19:24.132 [main] INFO   - tns:dosage-active-agent
11:19:24.132 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.132 [main] INFO   - tns:version
11:19:24.132 [main] INFO   - tns:certificate
11:19:24.132 [main] INFO   - tns:certificate-number
11:19:24.132 [main] INFO   - tns:certificate-issued-date-time
11:19:24.132 [main] INFO   - tns:certificate-expires-date-time
11:19:24.133 [main] INFO   - tns:certificate-registered-organization
11:19:24.133 [main] INFO   - tns:package
11:19:24.133 [main] INFO   - tns:package-type
11:19:24.133 [main] INFO   - tns:package-elements-count-in
11:19:24.133 [main] INFO   - tns:package-price
11:19:24.133 [main] INFO   - tns:dosage
11:19:24.133 [main] INFO   - tns:dosage-active-agent
11:19:24.134 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.134 [main] INFO   - tns:medicine
11:19:24.134 [main] INFO   - tns:name
11:19:24.134 [main] INFO   - tns:pharm
11:19:24.135 [main] INFO   - tns:group
11:19:24.135 [main] INFO   - tns:analogs
11:19:24.135 [main] INFO   - tns:analog
11:19:24.135 [main] INFO   - tns:versions
11:19:24.135 [main] INFO   - tns:version
11:19:24.136 [main] INFO   - tns:certificate
11:19:24.136 [main] INFO   - tns:certificate-number
11:19:24.136 [main] INFO   - tns:certificate-issued-date-time
11:19:24.136 [main] INFO   - tns:certificate-expires-date-time
11:19:24.136 [main] INFO   - tns:certificate-registered-organization
11:19:24.136 [main] INFO   - tns:package
11:19:24.136 [main] INFO   - tns:package-type
11:19:24.136 [main] INFO   - tns:package-elements-count-in
11:19:24.136 [main] INFO   - tns:package-price
11:19:24.137 [main] INFO   - tns:dosage
11:19:24.137 [main] INFO   - tns:dosage-active-agent
11:19:24.137 [main] INFO   - tns:dosage-maximum-use-per-day
11:19:24.137 [main] INFO   - tns:medicine
11:19:24.137 [main] INFO   - tns:name
11:19:24.137 [main] INFO   - tns:pharm
11:19:24.138 [main] INFO   - tns:group
11:19:24.138 [main] INFO   - tns:analogs
